State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
MN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,127.00 ,"25, 26",01/01/2021,12/31/2021
MN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,127.00 ,,01/01/2021,12/31/2021
MN,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,126.00 ,26,10/01/2021,09/30/2022
MN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,126.00 ,"25, 26",10/01/2021,09/30/2022
MN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,125.00 ,"25, 26",10/01/2021,09/30/2022
MN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,125.00 ,"25, 26",10/01/2021,09/30/2022
MN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,125.00 ,"25, 26",10/01/2021,09/30/2022
MN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,125.00 ,"25, 26",10/01/2021,09/30/2022
MO,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,124.00 ,,07/01/2022,09/30/2022
MO,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,123.00 ,,10/01/2021,03/31/2022
MO,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,123.00 ,"25, 26",10/01/2021,09/30/2022
MO,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),122.00 ,"25, 26",10/01/2021,09/30/2022
MO,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),122.00 ,"25, 26",10/01/2021,09/30/2022
MO,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),121.00 ,"25, 26",10/01/2021,09/30/2022
MO,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),120.00 ,"25, 26",10/01/2021,09/30/2022
MO,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,120.00 ,25,10/01/2021,09/30/2022
MO,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),119.00 ,25,10/01/2021,09/30/2022
MO,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),119.00 ,25,10/01/2021,09/30/2022
MO,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),119.00 ,25,10/01/2021,09/30/2022
MO,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),117.00 ,25,10/01/2021,09/30/2022
MO,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,117.00 ,26,10/01/2021,09/30/2022
MO,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,115.00 ,"25, 26",01/01/2021,12/31/2021
MO,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,115.00 ,25,10/01/2021,09/30/2022
MO,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,114.00 ,"25, 26",01/01/2021,12/31/2021
MO,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,113.00 ,,01/01/2021,12/31/2021
MO,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,111.00 ,26,10/01/2021,09/30/2022
MO,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,110.00 ,"25, 26",10/01/2021,09/30/2022
MO,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,110.00 ,"25, 26",10/01/2021,09/30/2022
MO,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,108.00 ,"25, 26",10/01/2021,09/30/2022
MO,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,106.00 ,"25, 26",10/01/2021,09/30/2022
MO,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,101.00 ,"25, 26",10/01/2021,09/30/2022
MP,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,100.00 ,5,07/01/2022,09/30/2022
MP,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,100.00 ,5,10/01/2021,03/31/2022
MP,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),100.00 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),100.00 ,5,10/01/2021,09/30/2022
MP,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,99.40 ,5,10/01/2021,09/30/2022
MP,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,99.10 ,5,01/01/2021,12/31/2021
MP,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,99.00 ,5,10/01/2021,09/30/2022
MP,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,98.90 ,5,01/01/2021,12/31/2021
MP,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,98.70 ,5,01/01/2021,12/31/2021
MP,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,98.60 ,5,10/01/2021,09/30/2022
MP,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,98.20 ,5,10/01/2021,09/30/2022
MP,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,98.00 ,5,10/01/2021,09/30/2022
MP,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,98.00 ,5,10/01/2021,09/30/2022
MP,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,97.80 ,5,10/01/2021,09/30/2022
MP,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,97.30 ,5,10/01/2021,09/30/2022
MS,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,97.00 ,,07/01/2022,09/30/2022
MS,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,97.00 ,,10/01/2021,03/31/2022
MS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,97.00 ,"25, 26",10/01/2021,09/30/2022
MS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),97.00 ,"25, 26",10/01/2021,09/30/2022
MS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),96.60 ,"25, 26",10/01/2021,09/30/2022
MS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),96.60 ,"25, 26",10/01/2021,09/30/2022
MS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),96.20 ,"25, 26",10/01/2021,09/30/2022
MS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,96.10 ,25,10/01/2021,09/30/2022
MS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),96.00 ,25,10/01/2021,09/30/2022
MS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),96.00 ,25,10/01/2021,09/30/2022
MS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),96.00 ,25,10/01/2021,09/30/2022
MS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),96.00 ,25,10/01/2021,09/30/2022
MS,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,95.80 ,26,10/01/2021,09/30/2022
MS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,95.00 ,"25, 26",01/01/2021,12/31/2021
MS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,95.00 ,25,10/01/2021,09/30/2022
MS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.00 ,"25, 26",01/01/2021,12/31/2021
MS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,95.00 ,5,01/01/2021,12/31/2021
MS,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,95.00 ,26,10/01/2021,09/30/2022
MS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,95.00 ,"25, 26",10/01/2021,09/30/2022
MS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,95.00 ,"25, 26",10/01/2021,09/30/2022
MS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,95.00 ,"25, 26",10/01/2021,09/30/2022
MS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,95.00 ,"25, 26",10/01/2021,09/30/2022
MS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,95.00 ,"25, 26",10/01/2021,09/30/2022
MT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,94.00 ,,07/01/2022,09/30/2022
MT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,94.00 ,,10/01/2021,03/31/2022
MT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,94.00 ,"25, 26",10/01/2021,09/30/2022
MT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),94.00 ,"25, 26",10/01/2021,09/30/2022
MT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),94.00 ,"25, 26",10/01/2021,09/30/2022
MT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),94.00 ,"25, 26",10/01/2021,09/30/2022
MT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),94.00 ,"25, 26",10/01/2021,09/30/2022
MT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,94.00 ,25,10/01/2021,09/30/2022
MT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),94.00 ,25,10/01/2021,09/30/2022
MT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),93.70 ,25,10/01/2021,09/30/2022
MT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),93.50 ,25,10/01/2021,09/30/2022
MT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),93.30 ,25,10/01/2021,09/30/2022
MT,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,93.20 ,26,10/01/2021,09/30/2022
MT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,93.00 ,"25, 26",01/01/2021,12/31/2021
MT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,93.00 ,25,10/01/2021,09/30/2022
MT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.00 ,"25, 26",01/01/2021,12/31/2021
MT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,93.00 ,5,01/01/2021,12/31/2021
MT,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,93.00 ,26,10/01/2021,09/30/2022
MT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,93.00 ,"25, 26",10/01/2021,09/30/2022
MT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,93.00 ,"25, 26",10/01/2021,09/30/2022
MT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,93.00 ,"25, 26",10/01/2021,09/30/2022
MT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,93.00 ,"25, 26",10/01/2021,09/30/2022
MT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92.90 ,"25, 26",10/01/2021,09/30/2022
NC,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,92.00 ,,07/01/2022,09/30/2022
NC,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92.00 ,,10/01/2021,03/31/2022
NC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,92.00 ,"25, 26",10/01/2021,09/30/2022
NC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),92.00 ,"25, 26",10/01/2021,09/30/2022
NC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),92.00 ,"25, 26",10/01/2021,09/30/2022
NC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),92.00 ,"25, 26",10/01/2021,09/30/2022
NC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),92.00 ,"25, 26",10/01/2021,09/30/2022
NC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,92.00 ,25,10/01/2021,09/30/2022
NC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),92.00 ,25,10/01/2021,09/30/2022
NC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),92.00 ,25,10/01/2021,09/30/2022
NC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),92.00 ,25,10/01/2021,09/30/2022
NC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),92.00 ,25,10/01/2021,09/30/2022
NC,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,91.70 ,26,10/01/2021,09/30/2022
NC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,91.40 ,"25, 26",01/01/2021,12/31/2021
NC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,91.30 ,25,10/01/2021,09/30/2022
NC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,91.00 ,"25, 26",01/01/2021,12/31/2021
NC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,91.00 ,5,01/01/2021,12/31/2021
NC,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,91.00 ,26,10/01/2021,09/30/2022
NC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,91.00 ,"25, 26",10/01/2021,09/30/2022
NC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,91.00 ,"25, 26",10/01/2021,09/30/2022
NC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,91.00 ,"25, 26",10/01/2021,09/30/2022
NC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,91.00 ,"25, 26",10/01/2021,09/30/2022
NC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.00 ,"25, 26",10/01/2021,09/30/2022
ND,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91.00 ,,07/01/2022,09/30/2022
ND,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91.00 ,,10/01/2021,03/31/2022
ND,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,91.00 ,"25, 26",10/01/2021,09/30/2022
ND,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),90.60 ,"25, 26",10/01/2021,09/30/2022
ND,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),90.50 ,"25, 26",10/01/2021,09/30/2022
ND,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),90.30 ,"25, 26",10/01/2021,09/30/2022
ND,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),90.20 ,"25, 26",10/01/2021,09/30/2022
ND,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,90.00 ,25,10/01/2021,09/30/2022
ND,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),90.00 ,25,10/01/2021,09/30/2022
ND,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),90.00 ,25,10/01/2021,09/30/2022
ND,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),90.00 ,25,10/01/2021,09/30/2022
ND,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),90.00 ,25,10/01/2021,09/30/2022
ND,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,90.00 ,26,10/01/2021,09/30/2022
ND,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,90.00 ,"25, 26",01/01/2021,12/31/2021
ND,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,90.00 ,25,10/01/2021,09/30/2022
ND,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90.00 ,"25, 26",01/01/2021,12/31/2021
ND,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,90.00 ,5,01/01/2021,12/31/2021
ND,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,90.00 ,26,10/01/2021,09/30/2022
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,90.00 ,"25, 26",10/01/2021,09/30/2022
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,90.00 ,"25, 26",10/01/2021,09/30/2022
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90.00 ,"25, 26",10/01/2021,09/30/2022
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,90.00 ,"25, 26",10/01/2021,09/30/2022
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90.00 ,"25, 26",10/01/2021,09/30/2022
NE,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,90.00 ,,07/01/2022,09/30/2022
NE,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90.00 ,,10/01/2021,03/31/2022
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,90.00 ,"25, 26",10/01/2021,09/30/2022
NE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),90.00 ,"25, 26",10/01/2021,09/30/2022
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),90.00 ,"25, 26",10/01/2021,09/30/2022
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),90.00 ,"25, 26",10/01/2021,09/30/2022
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),89.80 ,"25, 26",10/01/2021,09/30/2022
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,89.80 ,25,10/01/2021,09/30/2022
NE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),89.80 ,25,10/01/2021,09/30/2022
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),89.30 ,25,10/01/2021,09/30/2022
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),89.00 ,25,10/01/2021,09/30/2022
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),89.00 ,25,10/01/2021,09/30/2022
NE,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,89.00 ,26,10/01/2021,09/30/2022
NE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,89.00 ,"25, 26",01/01/2021,12/31/2021
NE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,89.00 ,25,10/01/2021,09/30/2022
NE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,89.00 ,"25, 26",01/01/2021,12/31/2021
NE,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,89.00 ,5,01/01/2021,12/31/2021
NE,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,89.00 ,26,10/01/2021,09/30/2022
NE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,89.00 ,"25, 26",10/01/2021,09/30/2022
NE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,89.00 ,"25, 26",10/01/2021,09/30/2022
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,89.00 ,"25, 26",10/01/2021,09/30/2022
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,89.00 ,"25, 26",10/01/2021,09/30/2022
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89.00 ,"25, 26",10/01/2021,09/30/2022
